O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value
29-1126.00	2.C.7.b	Foreign Language	LV	0
29-1126.00	2.C.7.c	Fine Arts	IM	1
29-1126.00	2.C.7.c	Fine Arts	LV	0
29-1126.00	2.C.7.d	History and Archeology	IM	1
29-1126.00	2.C.7.d	History and Archeology	LV	0
29-1126.00	2.C.7.e	Philosophy and Theology	IM	1
29-1126.00	2.C.7.e	Philosophy and Theology	LV	0
29-1126.00	2.C.8.a	Public Safety and Security	IM	2.33
29-1126.00	2.C.8.a	Public Safety and Security	LV	1.66
29-1126.00	2.C.8.b	Law and Government	IM	1.66
29-1126.00	2.C.8.b	Law and Government	LV	1
29-1126.00	2.C.9.a	Telecommunications	IM	1.16
29-1126.00	2.C.9.a	Telecommunications	LV	.83
29-1126.00	2.C.9.b	Communications and Media	IM	1.16
29-1126.00	2.C.9.b	Communications and Media	LV	.66
29-1126.00	2.C.10	Transportation	IM	1.16
29-1126.00	2.C.10	Transportation	LV	.33
29-1127.00	2.C.1.a	Administration and Management	IM	3.33
29-1127.00	2.C.1.a	Administration and Management	LV	3.83
29-1127.00	2.C.1.b	Clerical	IM	2.5
29-1127.00	2.C.1.b	Clerical	LV	2.5
29-1127.00	2.C.1.c	Economics and Accounting	IM	2.83
29-1127.00	2.C.1.c	Economics and Accounting	LV	3.33
29-1127.00	2.C.1.d	Sales and Marketing	IM	1.33
29-1127.00	2.C.1.d	Sales and Marketing	LV	1
29-1127.00	2.C.1.e	Customer and Personal Service	IM	2.5
29-1127.00	2.C.1.e	Customer and Personal Service	LV	2.83
29-1127.00	2.C.1.f	Personnel and Human Resources	IM	3.33
29-1127.00	2.C.1.f	Personnel and Human Resources	LV	3.66
29-1127.00	2.C.2.a	Production and Processing	IM	1.16
29-1127.00	2.C.2.a	Production and Processing	LV	.33
29-1127.00	2.C.2.b	Food Production	IM	1.33
29-1127.00	2.C.2.b	Food Production	LV	.5
29-1127.00	2.C.3.a	Computers and Electronics	IM	1.83
29-1127.00	2.C.3.a	Computers and Electronics	LV	1.5
29-1127.00	2.C.3.b	Engineering and Technology	IM	1.83
29-1127.00	2.C.3.b	Engineering and Technology	LV	1.66
29-1127.00	2.C.3.c	Design	IM	1.16
29-1127.00	2.C.3.c	Design	LV	.5
29-1127.00	2.C.3.d	Building and Construction	IM	1
29-1127.00	2.C.3.d	Building and Construction	LV	.16
29-1127.00	2.C.3.e	Mechanical	IM	1.5
29-1127.00	2.C.3.e	Mechanical	LV	1.16
29-1127.00	2.C.4.a	Mathematics	IM	2.33
29-1127.00	2.C.4.a	Mathematics	LV	2.16
29-1127.00	2.C.4.b	Physics	IM	1.66
29-1127.00	2.C.4.b	Physics	LV	.83
29-1127.00	2.C.4.c	Chemistry	IM	1.33
29-1127.00	2.C.4.c	Chemistry	LV	.66
29-1127.00	2.C.4.d	Biology	IM	2.66
29-1127.00	2.C.4.d	Biology	LV	3.16
29-1127.00	2.C.4.e	Psychology	IM	2.33
29-1127.00	2.C.4.e	Psychology	LV	2.5
29-1127.00	2.C.4.f	Sociology and Anthropology	IM	1.33
29-1127.00	2.C.4.f	Sociology and Anthropology	LV	.66
29-1127.00	2.C.4.g	Geography	IM	1
29-1127.00	2.C.4.g	Geography	LV	.16
29-1127.00	2.C.5.a	Medicine and Dentistry	IM	4.16
29-1127.00	2.C.5.a	Medicine and Dentistry	LV	4
29-1127.00	2.C.5.b	Therapy and Counseling	IM	4.83
29-1127.00	2.C.5.b	Therapy and Counseling	LV	5.16
29-1127.00	2.C.6	Education and Training	IM	3.83
29-1127.00	2.C.6	Education and Training	LV	4.83
29-1127.00	2.C.7.a	English Language	IM	4.16
29-1127.00	2.C.7.a	English Language	LV	4.33
29-1127.00	2.C.7.b	Foreign Language	IM	1.5
29-1127.00	2.C.7.b	Foreign Language	LV	1.5
29-1127.00	2.C.7.c	Fine Arts	IM	1.16
29-1127.00	2.C.7.c	Fine Arts	LV	.5
29-1127.00	2.C.7.d	History and Archeology	IM	1
29-1127.00	2.C.7.d	History and Archeology	LV	0
29-1127.00	2.C.7.e	Philosophy and Theology	IM	1.33
29-1127.00	2.C.7.e	Philosophy and Theology	LV	.5
29-1127.00	2.C.8.a	Public Safety and Security	IM	1.33
29-1127.00	2.C.8.a	Public Safety and Security	LV	.5
29-1127.00	2.C.8.b	Law and Government	IM	1.66
29-1127.00	2.C.8.b	Law and Government	LV	1.33
29-1127.00	2.C.9.a	Telecommunications	IM	2
29-1127.00	2.C.9.a	Telecommunications	LV	1.83
29-1127.00	2.C.9.b	Communications and Media	IM	2.33
29-1127.00	2.C.9.b	Communications and Media	LV	2.16
29-1127.00	2.C.10	Transportation	IM	1
29-1127.00	2.C.10	Transportation	LV	.16
29-1131.00	2.C.1.a	Administration and Management	IM	2.5
29-1131.00	2.C.1.a	Administration and Management	LV	2.66
29-1131.00	2.C.1.b	Clerical	IM	1.83
29-1131.00	2.C.1.b	Clerical	LV	2
29-1131.00	2.C.1.c	Economics and Accounting	IM	1.5
29-1131.00	2.C.1.c	Economics and Accounting	LV	1.5
29-1131.00	2.C.1.d	Sales and Marketing	IM	1.16
29-1131.00	2.C.1.d	Sales and Marketing	LV	.66
29-1131.00	2.C.1.e	Customer and Personal Service	IM	1.5
29-1131.00	2.C.1.e	Customer and Personal Service	LV	1.66
29-1131.00	2.C.1.f	Personnel and Human Resources	IM	1.5
29-1131.00	2.C.1.f	Personnel and Human Resources	LV	1.5
29-1131.00	2.C.2.a	Production and Processing	IM	1.16
29-1131.00	2.C.2.a	Production and Processing	LV	.66
29-1131.00	2.C.2.b	Food Production	IM	1.5
29-1131.00	2.C.2.b	Food Production	LV	.83
29-1131.00	2.C.3.a	Computers and Electronics	IM	1.5
29-1131.00	2.C.3.a	Computers and Electronics	LV	1.5
29-1131.00	2.C.3.b	Engineering and Technology	IM	1.66
29-1131.00	2.C.3.b	Engineering and Technology	LV	1.33
29-1131.00	2.C.3.c	Design	IM	1.16
29-1131.00	2.C.3.c	Design	LV	.5
29-1131.00	2.C.3.d	Building and Construction	IM	1.16
29-1131.00	2.C.3.d	Building and Construction	LV	.66
29-1131.00	2.C.3.e	Mechanical	IM	1.33
29-1131.00	2.C.3.e	Mechanical	LV	1
29-1131.00	2.C.4.a	Mathematics	IM	3.16
29-1131.00	2.C.4.a	Mathematics	LV	3.83
29-1131.00	2.C.4.b	Physics	IM	1.83
29-1131.00	2.C.4.b	Physics	LV	1.66
29-1131.00	2.C.4.c	Chemistry	IM	3.33
29-1131.00	2.C.4.c	Chemistry	LV	4.16
29-1131.00	2.C.4.d	Biology	IM	4.83
29-1131.00	2.C.4.d	Biology	LV	5.66
29-1131.00	2.C.4.e	Psychology	IM	1.66
29-1131.00	2.C.4.e	Psychology	LV	2.16
29-1131.00	2.C.4.f	Sociology and Anthropology	IM	1.5
29-1131.00	2.C.4.f	Sociology and Anthropology	LV	1.33
29-1131.00	2.C.4.g	Geography	IM	1.16
29-1131.00	2.C.4.g	Geography	LV	.66
29-1131.00	2.C.5.a	Medicine and Dentistry	IM	4.33
29-1131.00	2.C.5.a	Medicine and Dentistry	LV	4.66
29-1131.00	2.C.5.b	Therapy and Counseling	IM	2.16
29-1131.00	2.C.5.b	Therapy and Counseling	LV	2
29-1131.00	2.C.6	Education and Training	IM	3.16
29-1131.00	2.C.6	Education and Training	LV	5.5
29-1131.00	2.C.7.a	English Language	IM	3.5
29-1131.00	2.C.7.a	English Language	LV	4.33
29-1131.00	2.C.7.b	Foreign Language	IM	1
29-1131.00	2.C.7.b	Foreign Language	LV	0
29-1131.00	2.C.7.c	Fine Arts	IM	1
29-1131.00	2.C.7.c	Fine Arts	LV	0
29-1131.00	2.C.7.d	History and Archeology	IM	1.16
29-1131.00	2.C.7.d	History and Archeology	LV	.33
29-1131.00	2.C.7.e	Philosophy and Theology	IM	1.66
29-1131.00	2.C.7.e	Philosophy and Theology	LV	1.66
29-1131.00	2.C.8.a	Public Safety and Security	IM	2.33
29-1131.00	2.C.8.a	Public Safety and Security	LV	2.33
29-1131.00	2.C.8.b	Law and Government	IM	2
29-1131.00	2.C.8.b	Law and Government	LV	2
29-1131.00	2.C.9.a	Telecommunications	IM	1.33
29-1131.00	2.C.9.a	Telecommunications	LV	.83
29-1131.00	2.C.9.b	Communications and Media	IM	1.66
29-1131.00	2.C.9.b	Communications and Media	LV	1
29-1131.00	2.C.10	Transportation	IM	1.33
29-1131.00	2.C.10	Transportation	LV	1.66
29-2011.00	2.C.1.a	Administration and Management	IM	2.5
29-2011.00	2.C.1.a	Administration and Management	LV	2.16
29-2011.00	2.C.1.b	Clerical	IM	2.5
29-2011.00	2.C.1.b	Clerical	LV	2.75
29-2011.00	2.C.1.c	Economics and Accounting	IM	1.5
29-2011.00	2.C.1.c	Economics and Accounting	LV	1.16
29-2011.00	2.C.1.d	Sales and Marketing	IM	1.16
29-2011.00	2.C.1.d	Sales and Marketing	LV	.41
29-2011.00	2.C.1.e	Customer and Personal Service	IM	2.16
29-2011.00	2.C.1.e	Customer and Personal Service	LV	2
29-2011.00	2.C.1.f	Personnel and Human Resources	IM	2.25
29-2011.00	2.C.1.f	Personnel and Human Resources	LV	2
29-2011.00	2.C.2.a	Production and Processing	IM	1.5
29-2011.00	2.C.2.a	Production and Processing	LV	1
29-2011.00	2.C.2.b	Food Production	IM	1
29-2011.00	2.C.2.b	Food Production	LV	0
29-2011.00	2.C.3.a	Computers and Electronics	IM	2.75
29-2011.00	2.C.3.a	Computers and Electronics	LV	2.83
29-2011.00	2.C.3.b	Engineering and Technology	IM	2.5
29-2011.00	2.C.3.b	Engineering and Technology	LV	1.83
29-2011.00	2.C.3.c	Design	IM	1
29-2011.00	2.C.3.c	Design	LV	.33
29-2011.00	2.C.3.d	Building and Construction	IM	1.08
29-2011.00	2.C.3.d	Building and Construction	LV	.08
29-2011.00	2.C.3.e	Mechanical	IM	2.5
29-2011.00	2.C.3.e	Mechanical	LV	2.33
29-2011.00	2.C.4.a	Mathematics	IM	3
29-2011.00	2.C.4.a	Mathematics	LV	3.16
29-2011.00	2.C.4.b	Physics	IM	1.58
29-2011.00	2.C.4.b	Physics	LV	1.33
29-2011.00	2.C.4.c	Chemistry	IM	4
29-2011.00	2.C.4.c	Chemistry	LV	4.75
29-2011.00	2.C.4.d	Biology	IM	4.83
29-2011.00	2.C.4.d	Biology	LV	5.41
29-2011.00	2.C.4.e	Psychology	IM	2.66
29-2011.00	2.C.4.e	Psychology	LV	2.58
29-2011.00	2.C.4.f	Sociology and Anthropology	IM	1.5
29-2011.00	2.C.4.f	Sociology and Anthropology	LV	1.33
29-2011.00	2.C.4.g	Geography	IM	1.08
29-2011.00	2.C.4.g	Geography	LV	.41
29-2011.00	2.C.5.a	Medicine and Dentistry	IM	3.58
29-2011.00	2.C.5.a	Medicine and Dentistry	LV	3.5
29-2011.00	2.C.5.b	Therapy and Counseling	IM	2
29-2011.00	2.C.5.b	Therapy and Counseling	LV	1.66
29-2011.00	2.C.6	Education and Training	IM	3.33
29-2011.00	2.C.6	Education and Training	LV	3.66
29-2011.00	2.C.7.a	English Language	IM	3.75
29-2011.00	2.C.7.a	English Language	LV	4
29-2011.00	2.C.7.b	Foreign Language	IM	1.16
29-2011.00	2.C.7.b	Foreign Language	LV	.5
29-2011.00	2.C.7.c	Fine Arts	IM	1
29-2011.00	2.C.7.c	Fine Arts	LV	.08
29-2011.00	2.C.7.d	History and Archeology	IM	1.16
29-2011.00	2.C.7.d	History and Archeology	LV	.58
29-2011.00	2.C.7.e	Philosophy and Theology	IM	1.25
29-2011.00	2.C.7.e	Philosophy and Theology	LV	.83
29-2011.00	2.C.8.a	Public Safety and Security	IM	2
29-2011.00	2.C.8.a	Public Safety and Security	LV	1.66
29-2011.00	2.C.8.b	Law and Government	IM	2.08
29-2011.00	2.C.8.b	Law and Government	LV	1.91
29-2011.00	2.C.9.a	Telecommunications	IM	1.41
29-2011.00	2.C.9.a	Telecommunications	LV	.91
29-2011.00	2.C.9.b	Communications and Media	IM	2.41
29-2011.00	2.C.9.b	Communications and Media	LV	2.58
29-2011.00	2.C.10	Transportation	IM	1.16
29-2011.00	2.C.10	Transportation	LV	.41
29-2012.00	2.C.1.a	Administration and Management	IM	1.16
29-2012.00	2.C.1.a	Administration and Management	LV	.33
29-2012.00	2.C.1.b	Clerical	IM	1.83
29-2012.00	2.C.1.b	Clerical	LV	1.5
29-2012.00	2.C.1.c	Economics and Accounting	IM	1
29-2012.00	2.C.1.c	Economics and Accounting	LV	.16
29-2012.00	2.C.1.d	Sales and Marketing	IM	1.16
29-2012.00	2.C.1.d	Sales and Marketing	LV	.33
29-2012.00	2.C.1.e	Customer and Personal Service	IM	2.5
29-2012.00	2.C.1.e	Customer and Personal Service	LV	2
29-2012.00	2.C.1.f	Personnel and Human Resources	IM	1
29-2012.00	2.C.1.f	Personnel and Human Resources	LV	.5
29-2012.00	2.C.2.a	Production and Processing	IM	1.16
29-2012.00	2.C.2.a	Production and Processing	LV	.33
29-2012.00	2.C.2.b	Food Production	IM	1
29-2012.00	2.C.2.b	Food Production	LV	0
29-2012.00	2.C.3.a	Computers and Electronics	IM	2.33
29-2012.00	2.C.3.a	Computers and Electronics	LV	2.33
29-2012.00	2.C.3.b	Engineering and Technology	IM	1.83
29-2012.00	2.C.3.b	Engineering and Technology	LV	1
29-2012.00	2.C.3.c	Design	IM	1.16
29-2012.00	2.C.3.c	Design	LV	.33
29-2012.00	2.C.3.d	Building and Construction	IM	1
29-2012.00	2.C.3.d	Building and Construction	LV	0
29-2012.00	2.C.3.e	Mechanical	IM	2.5
29-2012.00	2.C.3.e	Mechanical	LV	1.83
29-2012.00	2.C.4.a	Mathematics	IM	3.66
29-2012.00	2.C.4.a	Mathematics	LV	3.5
29-2012.00	2.C.4.b	Physics	IM	2.16
29-2012.00	2.C.4.b	Physics	LV	1.83
29-2012.00	2.C.4.c	Chemistry	IM	4.66
29-2012.00	2.C.4.c	Chemistry	LV	4.83
29-2012.00	2.C.4.d	Biology	IM	4.66
29-2012.00	2.C.4.d	Biology	LV	5.5
29-2012.00	2.C.4.e	Psychology	IM	2
29-2012.00	2.C.4.e	Psychology	LV	1.83
29-2012.00	2.C.4.f	Sociology and Anthropology	IM	1.33
29-2012.00	2.C.4.f	Sociology and Anthropology	LV	1
29-2012.00	2.C.4.g	Geography	IM	1.33
29-2012.00	2.C.4.g	Geography	LV	.83
29-2012.00	2.C.5.a	Medicine and Dentistry	IM	4.16
29-2012.00	2.C.5.a	Medicine and Dentistry	LV	3.5
29-2012.00	2.C.5.b	Therapy and Counseling	IM	2
29-2012.00	2.C.5.b	Therapy and Counseling	LV	1.16
29-2012.00	2.C.6	Education and Training	IM	1.33
29-2012.00	2.C.6	Education and Training	LV	.16
29-2012.00	2.C.7.a	English Language	IM	2.33
29-2012.00	2.C.7.a	English Language	LV	2
29-2012.00	2.C.7.b	Foreign Language	IM	1
29-2012.00	2.C.7.b	Foreign Language	LV	.33
29-2012.00	2.C.7.c	Fine Arts	IM	1
29-2012.00	2.C.7.c	Fine Arts	LV	0
29-2012.00	2.C.7.d	History and Archeology	IM	1.16
29-2012.00	2.C.7.d	History and Archeology	LV	.66
29-2012.00	2.C.7.e	Philosophy and Theology	IM	1.33
29-2012.00	2.C.7.e	Philosophy and Theology	LV	.83
29-2012.00	2.C.8.a	Public Safety and Security	IM	3
29-2012.00	2.C.8.a	Public Safety and Security	LV	1.83
29-2012.00	2.C.8.b	Law and Government	IM	1.83
29-2012.00	2.C.8.b	Law and Government	LV	1.66
29-2012.00	2.C.9.a	Telecommunications	IM	1.16
29-2012.00	2.C.9.a	Telecommunications	LV	.5
29-2012.00	2.C.9.b	Communications and Media	IM	1.83
29-2012.00	2.C.9.b	Communications and Media	LV	1.5
29-2012.00	2.C.10	Transportation	IM	1.16
29-2012.00	2.C.10	Transportation	LV	.5
29-2021.00	2.C.1.a	Administration and Management	IM	1.5
29-2021.00	2.C.1.a	Administration and Management	LV	.83
29-2021.00	2.C.1.b	Clerical	IM	2.33
29-2021.00	2.C.1.b	Clerical	LV	2
29-2021.00	2.C.1.c	Economics and Accounting	IM	1
29-2021.00	2.C.1.c	Economics and Accounting	LV	0
29-2021.00	2.C.1.d	Sales and Marketing	IM	1.5
29-2021.00	2.C.1.d	Sales and Marketing	LV	1.16
29-2021.00	2.C.1.e	Customer and Personal Service	IM	2.5
29-2021.00	2.C.1.e	Customer and Personal Service	LV	2.33
29-2021.00	2.C.1.f	Personnel and Human Resources	IM	1
29-2021.00	2.C.1.f	Personnel and Human Resources	LV	0
29-2021.00	2.C.2.a	Production and Processing	IM	1.16
29-2021.00	2.C.2.a	Production and Processing	LV	.5
29-2021.00	2.C.2.b	Food Production	IM	1
29-2021.00	2.C.2.b	Food Production	LV	0
29-2021.00	2.C.3.a	Computers and Electronics	IM	2
29-2021.00	2.C.3.a	Computers and Electronics	LV	1.33
29-2021.00	2.C.3.b	Engineering and Technology	IM	1.16
29-2021.00	2.C.3.b	Engineering and Technology	LV	.5
29-2021.00	2.C.3.c	Design	IM	1
29-2021.00	2.C.3.c	Design	LV	.5
29-2021.00	2.C.3.d	Building and Construction	IM	1
29-2021.00	2.C.3.d	Building and Construction	LV	0
29-2021.00	2.C.3.e	Mechanical	IM	1.66
29-2021.00	2.C.3.e	Mechanical	LV	1
29-2021.00	2.C.4.a	Mathematics	IM	1.5
29-2021.00	2.C.4.a	Mathematics	LV	1
29-2021.00	2.C.4.b	Physics	IM	1.16
29-2021.00	2.C.4.b	Physics	LV	.66
29-2021.00	2.C.4.c	Chemistry	IM	1.66
29-2021.00	2.C.4.c	Chemistry	LV	1.5
29-2021.00	2.C.4.d	Biology	IM	3.16
29-2021.00	2.C.4.d	Biology	LV	2.16
29-2021.00	2.C.4.e	Psychology	IM	2.33
29-2021.00	2.C.4.e	Psychology	LV	2
29-2021.00	2.C.4.f	Sociology and Anthropology	IM	1.33
29-2021.00	2.C.4.f	Sociology and Anthropology	LV	1.16
29-2021.00	2.C.4.g	Geography	IM	1.16
29-2021.00	2.C.4.g	Geography	LV	.33
29-2021.00	2.C.5.a	Medicine and Dentistry	IM	4.5
29-2021.00	2.C.5.a	Medicine and Dentistry	LV	3.5
29-2021.00	2.C.5.b	Therapy and Counseling	IM	1.83
29-2021.00	2.C.5.b	Therapy and Counseling	LV	1.33
29-2021.00	2.C.6	Education and Training	IM	3.16
29-2021.00	2.C.6	Education and Training	LV	2.5
29-2021.00	2.C.7.a	English Language	IM	2.83
29-2021.00	2.C.7.a	English Language	LV	2.33
29-2021.00	2.C.7.b	Foreign Language	IM	1
29-2021.00	2.C.7.b	Foreign Language	LV	.33
29-2021.00	2.C.7.c	Fine Arts	IM	1
29-2021.00	2.C.7.c	Fine Arts	LV	0
29-2021.00	2.C.7.d	History and Archeology	IM	1
29-2021.00	2.C.7.d	History and Archeology	LV	0
29-2021.00	2.C.7.e	Philosophy and Theology	IM	1
29-2021.00	2.C.7.e	Philosophy and Theology	LV	0
29-2021.00	2.C.8.a	Public Safety and Security	IM	1.33
29-2021.00	2.C.8.a	Public Safety and Security	LV	.83
29-2021.00	2.C.8.b	Law and Government	IM	1.33
29-2021.00	2.C.8.b	Law and Government	LV	.66
29-2021.00	2.C.9.a	Telecommunications	IM	1.33
29-2021.00	2.C.9.a	Telecommunications	LV	.66
29-2021.00	2.C.9.b	Communications and Media	IM	1.33
29-2021.00	2.C.9.b	Communications and Media	LV	1
29-2021.00	2.C.10	Transportation	IM	1.16
29-2021.00	2.C.10	Transportation	LV	.33
29-2031.00	2.C.1.a	Administration and Management	IM	1.83
29-2031.00	2.C.1.a	Administration and Management	LV	1.16
29-2031.00	2.C.1.b	Clerical	IM	3.16
29-2031.00	2.C.1.b	Clerical	LV	3.16
29-2031.00	2.C.1.c	Economics and Accounting	IM	1
29-2031.00	2.C.1.c	Economics and Accounting	LV	.16
29-2031.00	2.C.1.d	Sales and Marketing	IM	1
29-2031.00	2.C.1.d	Sales and Marketing	LV	.16
29-2031.00	2.C.1.e	Customer and Personal Service	IM	2.16
29-2031.00	2.C.1.e	Customer and Personal Service	LV	1.66
29-2031.00	2.C.1.f	Personnel and Human Resources	IM	1.16
29-2031.00	2.C.1.f	Personnel and Human Resources	LV	.33
29-2031.00	2.C.2.a	Production and Processing	IM	1.16
29-2031.00	2.C.2.a	Production and Processing	LV	.33
29-2031.00	2.C.2.b	Food Production	IM	1
29-2031.00	2.C.2.b	Food Production	LV	0
29-2031.00	2.C.3.a	Computers and Electronics	IM	4
29-2031.00	2.C.3.a	Computers and Electronics	LV	3.83
29-2031.00	2.C.3.b	Engineering and Technology	IM	3
29-2031.00	2.C.3.b	Engineering and Technology	LV	2.33
29-2031.00	2.C.3.c	Design	IM	1.16
29-2031.00	2.C.3.c	Design	LV	.66
29-2031.00	2.C.3.d	Building and Construction	IM	1
29-2031.00	2.C.3.d	Building and Construction	LV	.16
29-2031.00	2.C.3.e	Mechanical	IM	2
29-2031.00	2.C.3.e	Mechanical	LV	1.83
29-2031.00	2.C.4.a	Mathematics	IM	3.5
29-2031.00	2.C.4.a	Mathematics	LV	3.16
29-2031.00	2.C.4.b	Physics	IM	2.66
29-2031.00	2.C.4.b	Physics	LV	2.83
29-2031.00	2.C.4.c	Chemistry	IM	2.66
29-2031.00	2.C.4.c	Chemistry	LV	2.83
29-2031.00	2.C.4.d	Biology	IM	3.83
29-2031.00	2.C.4.d	Biology	LV	3.83
29-2031.00	2.C.4.e	Psychology	IM	2.5
29-2031.00	2.C.4.e	Psychology	LV	2.16
29-2031.00	2.C.4.f	Sociology and Anthropology	IM	1.66
29-2031.00	2.C.4.f	Sociology and Anthropology	LV	1.33
29-2031.00	2.C.4.g	Geography	IM	1
29-2031.00	2.C.4.g	Geography	LV	.16
29-2031.00	2.C.5.a	Medicine and Dentistry	IM	4.83
29-2031.00	2.C.5.a	Medicine and Dentistry	LV	4.16
29-2031.00	2.C.5.b	Therapy and Counseling	IM	2.33
29-2031.00	2.C.5.b	Therapy and Counseling	LV	2.5
29-2031.00	2.C.6	Education and Training	IM	1.33
29-2031.00	2.C.6	Education and Training	LV	.66
29-2031.00	2.C.7.a	English Language	IM	3.33
29-2031.00	2.C.7.a	English Language	LV	3.5
29-2031.00	2.C.7.b	Foreign Language	IM	1.33
29-2031.00	2.C.7.b	Foreign Language	LV	1
29-2031.00	2.C.7.c	Fine Arts	IM	1
29-2031.00	2.C.7.c	Fine Arts	LV	0
29-2031.00	2.C.7.d	History and Archeology	IM	1
29-2031.00	2.C.7.d	History and Archeology	LV	0
29-2031.00	2.C.7.e	Philosophy and Theology	IM	1
29-2031.00	2.C.7.e	Philosophy and Theology	LV	.16
29-2031.00	2.C.8.a	Public Safety and Security	IM	2.16
29-2031.00	2.C.8.a	Public Safety and Security	LV	2
29-2031.00	2.C.8.b	Law and Government	IM	1.66
29-2031.00	2.C.8.b	Law and Government	LV	1.16
29-2031.00	2.C.9.a	Telecommunications	IM	1.83
29-2031.00	2.C.9.a	Telecommunications	LV	1.16
29-2031.00	2.C.9.b	Communications and Media	IM	1.83
29-2031.00	2.C.9.b	Communications and Media	LV	1.16
29-2031.00	2.C.10	Transportation	IM	1
29-2031.00	2.C.10	Transportation	LV	.16
29-2033.00	2.C.1.a	Administration and Management	IM	2.16
29-2033.00	2.C.1.a	Administration and Management	LV	2
29-2033.00	2.C.1.b	Clerical	IM	2.83
29-2033.00	2.C.1.b	Clerical	LV	3
29-2033.00	2.C.1.c	Economics and Accounting	IM	1
29-2033.00	2.C.1.c	Economics and Accounting	LV	0
29-2033.00	2.C.1.d	Sales and Marketing	IM	1
29-2033.00	2.C.1.d	Sales and Marketing	LV	0
29-2033.00	2.C.1.e	Customer and Personal Service	IM	1.66
29-2033.00	2.C.1.e	Customer and Personal Service	LV	1.66
29-2033.00	2.C.1.f	Personnel and Human Resources	IM	1.66
29-2033.00	2.C.1.f	Personnel and Human Resources	LV	1
29-2033.00	2.C.2.a	Production and Processing	IM	1.16
29-2033.00	2.C.2.a	Production and Processing	LV	.66
29-2033.00	2.C.2.b	Food Production	IM	1
29-2033.00	2.C.2.b	Food Production	LV	0
29-2033.00	2.C.3.a	Computers and Electronics	IM	3.5
29-2033.00	2.C.3.a	Computers and Electronics	LV	3.5
29-2033.00	2.C.3.b	Engineering and Technology	IM	2.66
29-2033.00	2.C.3.b	Engineering and Technology	LV	2.66
29-2033.00	2.C.3.c	Design	IM	1.33
29-2033.00	2.C.3.c	Design	LV	.66
29-2033.00	2.C.3.d	Building and Construction	IM	1
29-2033.00	2.C.3.d	Building and Construction	LV	0
29-2033.00	2.C.3.e	Mechanical	IM	2.5
29-2033.00	2.C.3.e	Mechanical	LV	2.16
29-2033.00	2.C.4.a	Mathematics	IM	3.33
29-2033.00	2.C.4.a	Mathematics	LV	2.83
29-2033.00	2.C.4.b	Physics	IM	2.66
29-2033.00	2.C.4.b	Physics	LV	2.66
29-2033.00	2.C.4.c	Chemistry	IM	3.16
29-2033.00	2.C.4.c	Chemistry	LV	3.33
29-2033.00	2.C.4.d	Biology	IM	3.66
29-2033.00	2.C.4.d	Biology	LV	4
29-2033.00	2.C.4.e	Psychology	IM	2
29-2033.00	2.C.4.e	Psychology	LV	2
29-2033.00	2.C.4.f	Sociology and Anthropology	IM	1.33
29-2033.00	2.C.4.f	Sociology and Anthropology	LV	.5
29-2033.00	2.C.4.g	Geography	IM	1
29-2033.00	2.C.4.g	Geography	LV	0
29-2033.00	2.C.5.a	Medicine and Dentistry	IM	4.5
29-2033.00	2.C.5.a	Medicine and Dentistry	LV	4.5
29-2033.00	2.C.5.b	Therapy and Counseling	IM	2.16
29-2033.00	2.C.5.b	Therapy and Counseling	LV	2.33
29-2033.00	2.C.6	Education and Training	IM	2.5
29-2033.00	2.C.6	Education and Training	LV	2.5
29-2033.00	2.C.7.a	English Language	IM	2.5
29-2033.00	2.C.7.a	English Language	LV	2.16
29-2033.00	2.C.7.b	Foreign Language	IM	1.33
29-2033.00	2.C.7.b	Foreign Language	LV	.66
29-2033.00	2.C.7.c	Fine Arts	IM	1
29-2033.00	2.C.7.c	Fine Arts	LV	0
29-2033.00	2.C.7.d	History and Archeology	IM	1
29-2033.00	2.C.7.d	History and Archeology	LV	0
29-2033.00	2.C.7.e	Philosophy and Theology	IM	1.16
29-2033.00	2.C.7.e	Philosophy and Theology	LV	.33
29-2033.00	2.C.8.a	Public Safety and Security	IM	2.33
29-2033.00	2.C.8.a	Public Safety and Security	LV	1.5
29-2033.00	2.C.8.b	Law and Government	IM	1.33
29-2033.00	2.C.8.b	Law and Government	LV	.83
29-2033.00	2.C.9.a	Telecommunications	IM	1.5
29-2033.00	2.C.9.a	Telecommunications	LV	1
29-2033.00	2.C.9.b	Communications and Media	IM	1.66
29-2033.00	2.C.9.b	Communications and Media	LV	1
29-2033.00	2.C.10	Transportation	IM	1
29-2033.00	2.C.10	Transportation	LV	0
29-2034.01	2.C.1.a	Administration and Management	IM	1.16
29-2034.01	2.C.1.a	Administration and Management	LV	.66
29-2034.01	2.C.1.b	Clerical	IM	2.33
29-2034.01	2.C.1.b	Clerical	LV	2
29-2034.01	2.C.1.c	Economics and Accounting	IM	1
29-2034.01	2.C.1.c	Economics and Accounting	LV	0
